序號,答案
20240428101001,126.83
20240428102001,133.4
20240428103001,148.05
20240428104001,159.78
20240428105001,149.64
20240428110001,153.07
20240428111001,161.31
20240428112001,172.9
20240428113001,186.23
20240428114001,202.61
20240428115001,221.84
20240428120001,243.45
20240428121001,268.21
20240428122001,296.31
20240428123001,327.14
20240428124001,360.2
20240428125001,394.39
20240428130001,427.91
20240428131001,458.85
20240428132001,485.56
20240428133001,506.89
20240428134001,522.47
20240428135001,532.65
20240428140001,538.19
20240428141001,539.97
20240428142001,538.73
20240428143001,534.94
20240428144001,528.84
20240428145001,520.57
20240428150001,510.43
20240428151001,498.92
20240428152001,486.7
20240428153001,474.51
20240428154001,462.98
20240428155001,452.61
20240428160001,443.71
20240428161001,436.45
20240428162001,430.89
20240428163001,427.01
20240428164001,424.8
20240428165001,424.25
20240430090001,923.05
20240430091001,0
20240430092001,153.63
20240430093001,200.77
20240430094001,177.42
20240430095001,181.12
20240430100001,91.86
20240430101001,145.32
20240430102001,119.5
20240430103001,124.53
20240430104001,142.75
20240430105001,144.61
20240430110001,153.07
20240430111001,161.31
20240430112001,172.9
20240430113001,186.23
20240430114001,202.61
20240430115001,221.84
20240430120001,243.45
20240430121001,268.21
20240430122001,296.31
20240430123001,327.14
20240430124001,360.2
20240430125001,394.39
20240430130001,427.91
20240430131001,458.85
20240430132001,485.56
20240430133001,506.89
20240430134001,522.47
20240430135001,532.65
20240430140001,538.19
20240430141001,539.97
20240430142001,538.73
20240430143001,534.94
20240430144001,528.84
20240430145001,520.57
20240430150001,510.43
20240430151001,498.92
20240430152001,486.7
20240430153001,474.51
20240430154001,462.98
20240430155001,452.61
20240430160001,443.71
20240430161001,436.45
20240430162001,430.89
20240430163001,427.01
20240430164001,424.8
20240430165001,424.25
20240515090001,973.25
20240515091001,41.08
20240515092001,260.78
20240515093001,153.51
20240515094001,259.65
20240515095001,183.75
20240515100001,108.86
20240515101001,150.01
20240515102001,123.3
20240515103001,133.86
20240515104001,134.51
20240515105001,140.49
20240515110001,153.07
20240515111001,161.31
20240515112001,172.9
20240515113001,186.23
20240515114001,202.61
20240515115001,221.84
20240515120001,243.45
20240515121001,268.21
20240515122001,296.31
20240515123001,327.14
20240515124001,360.2
20240515125001,394.39
20240515130001,427.91
20240515131001,458.85
20240515132001,485.56
20240515133001,506.89
20240515134001,522.47
20240515135001,532.65
20240515140001,538.19
20240515141001,539.97
20240515142001,538.73
20240515143001,534.94
20240515144001,528.84
20240515145001,520.57
20240515150001,510.43
20240515151001,498.92
20240515152001,486.7
20240515153001,474.51
20240515154001,462.98
20240515155001,452.61
20240515160001,443.71
20240515161001,436.45
20240515162001,430.89
20240515163001,427.01
20240515164001,424.8
20240515165001,424.25
20240520090001,571.23
20240520091001,0
20240520092001,136.11
20240520093001,176.68
20240520094001,150.51
20240520095001,169.1
20240520100001,83.91
20240520101001,143.62
20240520102001,116.35
20240520103001,127.53
20240520104001,153.51
20240520105001,151.61
20240520110001,153.07
20240520111001,161.31
20240520112001,172.9
20240520113001,186.23
20240520114001,202.61
20240520115001,221.84
20240520120001,243.45
20240520121001,268.21
20240520122001,296.31
20240520123001,327.14
20240520124001,360.2
20240520125001,394.39
20240520130001,427.91
20240520131001,458.85
20240520132001,485.56
20240520133001,506.89
20240520134001,522.47
20240520135001,532.65
20240520140001,538.19
20240520141001,539.97
20240520142001,538.73
20240520143001,534.94
20240520144001,528.84
20240520145001,520.57
20240520150001,510.43
20240520151001,498.92
20240520152001,486.7
20240520153001,474.51
20240520154001,462.98
20240520155001,452.61
20240520160001,443.71
20240520161001,436.45
20240520162001,430.89
20240520163001,427.01
20240520164001,424.8
20240520165001,424.25
20240613090001,112.21
20240613091001,97.79
20240613092001,107.59
20240613093001,115.1
20240613094001,90.0
20240613095001,101.56
20240613100001,134.74
20240613101001,159.05
20240613102001,147.52
20240613103001,155.79
20240613104001,165.52
20240613105001,152.2
20240613110001,153.07
20240613111001,161.31
20240613112001,172.9
20240613113001,186.23
20240613114001,202.61
20240613115001,221.84
20240613120001,243.45
20240613121001,268.21
20240613122001,296.31
20240613123001,327.14
20240613124001,360.2
20240613125001,394.39
20240613130001,427.91
20240613131001,458.85
20240613132001,485.56
20240613133001,506.89
20240613134001,522.47
20240613135001,532.65
20240613140001,538.19
20240613141001,539.97
20240613142001,538.73
20240613143001,534.94
20240613144001,528.84
20240613145001,520.57
20240613150001,510.43
20240613151001,498.92
20240613152001,486.7
20240613153001,474.51
20240613154001,462.98
20240613155001,452.61
20240613160001,443.71
20240613161001,436.45
20240613162001,430.89
20240613163001,427.01
20240613164001,424.8
20240613165001,424.25
20240615090001,871.39
20240615091001,0
20240615092001,125.34
20240615093001,138.62
20240615094001,171.09
20240615095001,182.2
20240615100001,126.22
20240615101001,151.61
20240615102001,126.7
20240615103001,134.59
20240615104001,137.5
20240615105001,149.94
20240615110001,153.07
20240615111001,161.31
20240615112001,172.9
20240615113001,186.23
20240615114001,202.61
20240615115001,221.84
20240615120001,243.45
20240615121001,268.21
20240615122001,296.31
20240615123001,327.14
20240615124001,360.2
20240615125001,394.39
20240615130001,427.91
20240615131001,458.85
20240615132001,485.56
20240615133001,506.89
20240615134001,522.47
20240615135001,532.65
20240615140001,538.19
20240615141001,539.97
20240615142001,538.73
20240615143001,534.94
20240615144001,528.84
20240615145001,520.57
20240615150001,510.43
20240615151001,498.92
20240615152001,486.7
20240615153001,474.51
20240615154001,462.98
20240615155001,452.61
20240615160001,443.71
20240615161001,436.45
20240615162001,430.89
20240615163001,427.01
20240615164001,424.8
20240615165001,424.25
20240703090001,810.38
20240703091001,50.35
20240703092001,330.24
20240703093001,105.36
20240703094001,217.34
20240703095001,187.95
20240703100001,89.59
20240703101001,141.44
20240703102001,118.03
20240703103001,139.82
20240703104001,155.54
20240703105001,148.05
20240703110001,153.07
20240703111001,161.31
20240703112001,172.9
20240703113001,186.23
20240703114001,202.61
20240703115001,221.84
20240703120001,243.45
20240703121001,268.21
20240703122001,296.31
20240703123001,327.14
20240703124001,360.2
20240703125001,394.39
20240703130001,427.91
20240703131001,458.85
20240703132001,485.56
20240703133001,506.89
20240703134001,522.47
20240703135001,532.65
20240703140001,538.19
20240703141001,539.97
20240703142001,538.73
20240703143001,534.94
20240703144001,528.84
20240703145001,520.57
20240703150001,510.43
20240703151001,498.92
20240703152001,486.7
20240703153001,474.51
20240703154001,462.98
20240703155001,452.61
20240703160001,443.71
20240703161001,436.45
20240703162001,430.89
20240703163001,427.01
20240703164001,424.8
20240703165001,424.25
20240707090001,844.36
20240707091001,0
20240707092001,252.35
20240707093001,116.08
20240707094001,234.19
20240707095001,178.08
20240707100001,118.21
20240707101001,147.08
20240707102001,123.29
20240707103001,133.61
20240707104001,135.01
20240707105001,147.1
20240707110001,153.07
20240707111001,161.31
20240707112001,172.9
20240707113001,186.23
20240707114001,202.61
20240707115001,221.84
20240707120001,243.45
20240707121001,268.21
20240707122001,296.31
20240707123001,327.14
20240707124001,360.2
20240707125001,394.39
20240707130001,427.91
20240707131001,458.85
20240707132001,485.56
20240707133001,506.89
20240707134001,522.47
20240707135001,532.65
20240707140001,538.19
20240707141001,539.97
20240707142001,538.73
20240707143001,534.94
20240707144001,528.84
20240707145001,520.57
20240707150001,510.43
20240707151001,498.92
20240707152001,486.7
20240707153001,474.51
20240707154001,462.98
20240707155001,452.61
20240707160001,443.71
20240707161001,436.45
20240707162001,430.89
20240707163001,427.01
20240707164001,424.8
20240707165001,424.25
20240125090002,4.88
20240125091002,99.28
20240125092002,28.63
20240125093002,105.29
20240125094002,96.63
20240125095002,91.76
20240125100002,150.36
20240125101002,159.28
20240125102002,153.44
20240125103002,159.79
20240125104002,160.46
20240125105002,152.67
20240125110002,153.07
20240125111002,161.31
20240125112002,172.9
20240125113002,186.23
20240125114002,202.61
20240125115002,221.84
20240125120002,243.45
20240125121002,268.21
20240125122002,296.31
20240125123002,327.14
20240125124002,360.2
20240125125002,394.39
20240125130002,427.91
20240125131002,458.85
20240125132002,485.56
20240125133002,506.89
20240125134002,522.47
20240125135002,532.65
20240125140002,538.19
20240125141002,539.97
20240125142002,538.73
20240125143002,534.94
20240125144002,528.84
20240125145002,520.57
20240125150002,510.43
20240125151002,498.92
20240125152002,486.7
20240125153002,474.51
20240125154002,462.98
20240125155002,452.61
20240125160002,443.71
20240125161002,436.45
20240125162002,430.89
20240125163002,427.01
20240125164002,424.8
20240125165002,424.25
20240128090002,0
20240128091002,186.16
20240128092002,18.24
20240128093002,43.41
20240128094002,125.15
20240128095002,76.73
20240128100002,105.35
20240128101002,113.36
20240128102002,133.47
20240128103002,151.04
20240128104002,158.78
20240128105002,154.14
20240128110002,153.07
20240128111002,161.31
20240128112002,172.9
20240128113002,186.23
20240128114002,202.61
20240128115002,221.84
20240128120002,243.45
20240128121002,268.21
20240128122002,296.31
20240128123002,327.14
20240128124002,360.2
20240128125002,394.39
20240128130002,427.91
20240128131002,458.85
20240128132002,485.56
20240128133002,506.89
20240128134002,522.47
20240128135002,532.65
20240128140002,538.19
20240128141002,539.97
20240128142002,538.73
20240128143002,534.94
20240128144002,528.84
20240128145002,520.57
20240128150002,510.43
20240128151002,498.92
20240128152002,486.7
20240128153002,474.51
20240128154002,462.98
20240128155002,452.61
20240128160002,443.71
20240128161002,436.45
20240128162002,430.89
20240128163002,427.01
20240128164002,424.8
20240128165002,424.25
20240213090002,543.46
20240213091002,359.29
20240213092002,0
20240213093002,109.19
20240213094002,0
20240213095002,125.37
20240213100002,97.63
20240213101002,140.18
20240213102002,126.34
20240213103002,133.5
20240213104002,143.14
20240213105002,148.77
20240213110002,153.07
20240213111002,161.31
20240213112002,172.9
20240213113002,186.23
20240213114002,202.61
20240213115002,221.84
20240213120002,243.45
20240213121002,268.21
20240213122002,296.31
20240213123002,327.14
20240213124002,360.2
20240213125002,394.39
20240213130002,427.91
20240213131002,458.85
20240213132002,485.56
20240213133002,506.89
20240213134002,522.47
20240213135002,532.65
20240213140002,538.19
20240213141002,539.97
20240213142002,538.73
20240213143002,534.94
20240213144002,528.84
20240213145002,520.57
20240213150002,510.43
20240213151002,498.92
20240213152002,486.7
20240213153002,474.51
20240213154002,462.98
20240213155002,452.61
20240213160002,443.71
20240213161002,436.45
20240213162002,430.89
20240213163002,427.01
20240213164002,424.8
20240213165002,424.25
20240226090002,0
20240226091002,139.66
20240226092002,29.56
20240226093002,117.88
20240226094002,117.79
20240226095002,100.34
20240226100002,109.46
20240226101002,188.84
20240226102002,160.21
20240226103002,156.23
20240226104002,159.51
20240226105002,151.87
20240226110002,153.07
20240226111002,161.31
20240226112002,172.9
20240226113002,186.23
20240226114002,202.61
20240226115002,221.84
20240226120002,243.45
20240226121002,268.21
20240226122002,296.31
20240226123002,327.14
20240226124002,360.2
20240226125002,394.39
20240226130002,427.91
20240226131002,458.85
20240226132002,485.56
20240226133002,506.89
20240226134002,522.47
20240226135002,532.65
20240226140002,538.19
20240226141002,539.97
20240226142002,538.73
20240226143002,534.94
20240226144002,528.84
20240226145002,520.57
20240226150002,510.43
20240226151002,498.92
20240226152002,486.7
20240226153002,474.51
20240226154002,462.98
20240226155002,452.61
20240226160002,443.71
20240226161002,436.45
20240226162002,430.89
20240226163002,427.01
20240226164002,424.8
20240226165002,424.25
20240319090002,28.45
20240319091002,339.41
20240319092002,125.71
20240319093002,0
20240319094002,210.46
20240319095002,95.81
20240319100002,84.46
20240319101002,122.3
20240319102002,121.17
20240319103002,147.34
20240319104002,170.49
20240319105002,156.38
20240319110002,153.07
20240319111002,161.31
20240319112002,172.9
20240319113002,186.23
20240319114002,202.61
20240319115002,221.84
20240319120002,243.45
20240319121002,268.21
20240319122002,296.31
20240319123002,327.14
20240319124002,360.2
20240319125002,394.39
20240319130002,427.91
20240319131002,458.85
20240319132002,485.56
20240319133002,506.89
20240319134002,522.47
20240319135002,532.65
20240319140002,538.19
20240319141002,539.97
20240319142002,538.73
20240319143002,534.94
20240319144002,528.84
20240319145002,520.57
20240319150002,510.43
20240319151002,498.92
20240319152002,486.7
20240319153002,474.51
20240319154002,462.98
20240319155002,452.61
20240319160002,443.71
20240319161002,436.45
20240319162002,430.89
20240319163002,427.01
20240319164002,424.8
20240319165002,424.25
20240427090002,188.32
20240427091002,91.42
20240427092002,89.92
20240427093002,178.82
20240427094002,105.12
20240427095002,112.09
20240427100002,134.25
20240427101002,158.07
20240427102002,137.83
20240427103002,148.2
20240427104002,155.73
20240427105002,148.17
20240427110002,153.07
20240427111002,161.31
20240427112002,172.9
20240427113002,186.23
20240427114002,202.61
20240427115002,221.84
20240427120002,243.45
20240427121002,268.21
20240427122002,296.31
20240427123002,327.14
20240427124002,360.2
20240427125002,394.39
20240427130002,427.91
20240427131002,458.85
20240427132002,485.56
20240427133002,506.89
20240427134002,522.47
20240427135002,532.65
20240427140002,538.19
20240427141002,539.97
20240427142002,538.73
20240427143002,534.94
20240427144002,528.84
20240427145002,520.57
20240427150002,510.43
20240427151002,498.92
20240427152002,486.7
20240427153002,474.51
20240427154002,462.98
20240427155002,452.61
20240427160002,443.71
20240427161002,436.45
20240427162002,430.89
20240427163002,427.01
20240427164002,424.8
20240427165002,424.25
20240508090002,230.05
20240508091002,231.43
20240508092002,80.36
20240508093002,146.33
20240508094002,95.84
20240508095002,114.45
20240508100002,84.75
20240508101002,138.96
20240508102002,146.42
20240508103002,126.89
20240508104002,131.97
20240508105002,143.59
20240508110002,153.07
20240508111002,161.31
20240508112002,172.9
20240508113002,186.23
20240508114002,202.61
20240508115002,221.84
20240508120002,243.45
20240508121002,268.21
20240508122002,296.31
20240508123002,327.14
20240508124002,360.2
20240508125002,394.39
20240508130002,427.91
20240508131002,458.85
20240508132002,485.56
20240508133002,506.89
20240508134002,522.47
20240508135002,532.65
20240508140002,538.19
20240508141002,539.97
20240508142002,538.73
20240508143002,534.94
20240508144002,528.84
20240508145002,520.57
20240508150002,510.43
20240508151002,498.92
20240508152002,486.7
20240508153002,474.51
20240508154002,462.98
20240508155002,452.61
20240508160002,443.71
20240508161002,436.45
20240508162002,430.89
20240508163002,427.01
20240508164002,424.8
20240508165002,424.25
20240705090002,558.29
20240705091002,0
20240705092002,87.65
20240705093002,185.13
20240705094002,158.08
20240705095002,183.7
20240705100002,93.89
20240705101002,143.11
20240705102002,121.13
20240705103002,138.85
20240705104002,164.74
20240705105002,156.33
20240705110002,153.07
20240705111002,161.31
20240705112002,172.9
20240705113002,186.23
20240705114002,202.61
20240705115002,221.84
20240705120002,243.45
20240705121002,268.21
20240705122002,296.31
20240705123002,327.14
20240705124002,360.2
20240705125002,394.39
20240705130002,427.91
20240705131002,458.85
20240705132002,485.56
20240705133002,506.89
20240705134002,522.47
20240705135002,532.65
20240705140002,538.19
20240705141002,539.97
20240705142002,538.73
20240705143002,534.94
20240705144002,528.84
20240705145002,520.57
20240705150002,510.43
20240705151002,498.92
20240705152002,486.7
20240705153002,474.51
20240705154002,462.98
20240705155002,452.61
20240705160002,443.71
20240705161002,436.45
20240705162002,430.89
20240705163002,427.01
20240705164002,424.8
20240705165002,424.25
20240707090002,539.16
20240707091002,0
20240707092002,93.78
20240707093002,195.92
20240707094002,154.63
20240707095002,184.23
20240707100002,91.35
20240707101002,143.03
20240707102002,120.56
20240707103002,138.83
20240707104002,165.09
20240707105002,156.43
20240707110002,153.07
20240707111002,161.31
20240707112002,172.9
20240707113002,186.23
20240707114002,202.61
20240707115002,221.84
20240707120002,243.45
20240707121002,268.21
20240707122002,296.31
20240707123002,327.14
20240707124002,360.2
20240707125002,394.39
20240707130002,427.91
20240707131002,458.85
20240707132002,485.56
20240707133002,506.89
20240707134002,522.47
20240707135002,532.65
20240707140002,538.19
20240707141002,539.97
20240707142002,538.73
20240707143002,534.94
20240707144002,528.84
20240707145002,520.57
20240707150002,510.43
20240707151002,498.92
20240707152002,486.7
20240707153002,474.51
20240707154002,462.98
20240707155002,452.61
20240707160002,443.71
20240707161002,436.45
20240707162002,430.89
20240707163002,427.01
20240707164002,424.8
20240707165002,424.25
20240317090003,301.81
20240317091003,283.45
20240317092003,12.18
20240317093003,0
20240317094003,149.52
20240317095003,0
20240317100003,119.66
20240317101003,158.07
20240317102003,137.72
20240317103003,122.67
20240317104003,113.93
20240317105003,133.98
20240317110003,153.07
20240317111003,161.31
20240317112003,172.9
20240317113003,186.23
20240317114003,202.61
20240317115003,221.84
20240317120003,243.45
20240317121003,268.21
20240317122003,296.31
20240317123003,327.14
20240317124003,360.2
20240317125003,394.39
20240317130003,427.91
20240317131003,458.85
20240317132003,485.56
20240317133003,506.89
20240317134003,522.47
20240317135003,532.65
20240317140003,538.19
20240317141003,539.97
20240317142003,538.73
20240317143003,534.94
20240317144003,528.84
20240317145003,520.57
20240317150003,510.43
20240317151003,498.92
20240317152003,486.7
20240317153003,474.51
20240317154003,462.98
20240317155003,452.61
20240317160003,443.71
20240317161003,436.45
20240317162003,430.89
20240317163003,427.01
20240317164003,424.8
20240317165003,424.25
20240414090003,866.45
20240414091003,0
20240414092003,155.14
20240414093003,174.39
20240414094003,184.89
20240414095003,165.56
20240414100003,78.97
20240414101003,141.61
20240414102003,114.12
20240414103003,122.88
20240414104003,139.87
20240414105003,141.06
20240414110003,153.07
20240414111003,161.31
20240414112003,172.9
20240414113003,186.23
20240414114003,202.61
20240414115003,221.84
20240414120003,243.45
20240414121003,268.21
20240414122003,296.31
20240414123003,327.14
20240414124003,360.2
20240414125003,394.39
20240414130003,427.91
20240414131003,458.85
20240414132003,485.56
20240414133003,506.89
20240414134003,522.47
20240414135003,532.65
20240414140003,538.19
20240414141003,539.97
20240414142003,538.73
20240414143003,534.94
20240414144003,528.84
20240414145003,520.57
20240414150003,510.43
20240414151003,498.92
20240414152003,486.7
20240414153003,474.51
20240414154003,462.98
20240414155003,452.61
20240414160003,443.71
20240414161003,436.45
20240414162003,430.89
20240414163003,427.01
20240414164003,424.8
20240414165003,424.25
20240524090003,159.83
20240524091003,133.38
20240524092003,103.6
20240524093003,103.83
20240524094003,90.27
20240524095003,88.89
20240524100003,110.41
20240524101003,124.34
20240524102003,134.17
20240524103003,150.1
20240524104003,159.93
20240524105003,152.01
20240524110003,153.07
20240524111003,161.31
20240524112003,172.9
20240524113003,186.23
20240524114003,202.61
20240524115003,221.84
20240524120003,243.45
20240524121003,268.21
20240524122003,296.31
20240524123003,327.14
20240524124003,360.2
20240524125003,394.39
20240524130003,427.91
20240524131003,458.85
20240524132003,485.56
20240524133003,506.89
20240524134003,522.47
20240524135003,532.65
20240524140003,538.19
20240524141003,539.97
20240524142003,538.73
20240524143003,534.94
20240524144003,528.84
20240524145003,520.57
20240524150003,510.43
20240524151003,498.92
20240524152003,486.7
20240524153003,474.51
20240524154003,462.98
20240524155003,452.61
20240524160003,443.71
20240524161003,436.45
20240524162003,430.89
20240524163003,427.01
20240524164003,424.8
20240524165003,424.25
20240526090003,159.19
20240526091003,90.5
20240526092003,110.15
20240526093003,126.41
20240526094003,102.97
20240526095003,94.9
20240526100003,108.66
20240526101003,134.3
20240526102003,133.31
20240526103003,147.47
20240526104003,162.68
20240526105003,150.76
20240526110003,153.07
20240526111003,161.31
20240526112003,172.9
20240526113003,186.23
20240526114003,202.61
20240526115003,221.84
20240526120003,243.45
20240526121003,268.21
20240526122003,296.31
20240526123003,327.14
20240526124003,360.2
20240526125003,394.39
20240526130003,427.91
20240526131003,458.85
20240526132003,485.56
20240526133003,506.89
20240526134003,522.47
20240526135003,532.65
20240526140003,538.19
20240526141003,539.97
20240526142003,538.73
20240526143003,534.94
20240526144003,528.84
20240526145003,520.57
20240526150003,510.43
20240526151003,498.92
20240526152003,486.7
20240526153003,474.51
20240526154003,462.98
20240526155003,452.61
20240526160003,443.71
20240526161003,436.45
20240526162003,430.89
20240526163003,427.01
20240526164003,424.8
20240526165003,424.25
20240603090003,67.8
20240603091003,82.03
20240603092003,98.53
20240603093003,118.12
20240603094003,86.06
20240603095003,92.51
20240603100003,133.31
20240603101003,150.95
20240603102003,154.19
20240603103003,164.15
20240603104003,167.22
20240603105003,153.89
20240603110003,153.07
20240603111003,161.31
20240603112003,172.9
20240603113003,186.23
20240603114003,202.61
20240603115003,221.84
20240603120003,243.45
20240603121003,268.21
20240603122003,296.31
20240603123003,327.14
20240603124003,360.2
20240603125003,394.39
20240603130003,427.91
20240603131003,458.85
20240603132003,485.56
20240603133003,506.89
20240603134003,522.47
20240603135003,532.65
20240603140003,538.19
20240603141003,539.97
20240603142003,538.73
20240603143003,534.94
20240603144003,528.84
20240603145003,520.57
20240603150003,510.43
20240603151003,498.92
20240603152003,486.7
20240603153003,474.51
20240603154003,462.98
20240603155003,452.61
20240603160003,443.71
20240603161003,436.45
20240603162003,430.89
20240603163003,427.01
20240603164003,424.8
20240603165003,424.25
20240620090003,1090.27
20240620091003,0
20240620092003,75.89
20240620093003,144.03
20240620094003,207.3
20240620095003,172.09
20240620100003,82.78
20240620101003,151.65
20240620102003,118.82
20240620103003,123.85
20240620104003,137.71
20240620105003,133.24
20240620110003,153.07
20240620111003,161.31
20240620112003,172.9
20240620113003,186.23
20240620114003,202.61
20240620115003,221.84
20240620120003,243.45
20240620121003,268.21
20240620122003,296.31
20240620123003,327.14
20240620124003,360.2
20240620125003,394.39
20240620130003,427.91
20240620131003,458.85
20240620132003,485.56
20240620133003,506.89
20240620134003,522.47
20240620135003,532.65
20240620140003,538.19
20240620141003,539.97
20240620142003,538.73
20240620143003,534.94
20240620144003,528.84
20240620145003,520.57
20240620150003,510.43
20240620151003,498.92
20240620152003,486.7
20240620153003,474.51
20240620154003,462.98
20240620155003,452.61
20240620160003,443.71
20240620161003,436.45
20240620162003,430.89
20240620163003,427.01
20240620164003,424.8
20240620165003,424.25
20240420090004,503.56
20240420091004,323.69
20240420092004,29.34
20240420093004,38.29
20240420094004,148.79
20240420095004,0
20240420100004,168.29
20240420101004,171.4
20240420102004,198.45
